"","Algo","MSE","MSE_10_8","Relative_MSE","Rsq","RE","MAE"
"159","S1: SL.ranger_All + S2: SL.coxph_All",235384936.558508,2.35384936558508,1.04827663161778,0.079644610223448,0.65266395580469,6393.34813977156
"160","I(P(Y>0)>=0.25) * (S1: SL.ranger_All + S2: SL.coxph_All)",235386888.888157,2.35386888888157,1.04828532623342,0.0796369766121322,0.652601400624314,6390.95708524283
"161","I(P(Y>0)>=0.5) * (S1: SL.ranger_All + S2: SL.coxph_All)",235396036.199377,2.35396036199377,1.0483260633882,0.0796012106140775,0.652308308879522,6366.24288977125
"162","S1: SL.xgboost_All + S2: SL.coxph_All",235629974.402714,2.35629974402714,1.049367897056,0.0786865119529644,0.644812624678715,6429.43388172038
"163","I(P(Y>0)>=0.25) * (S1: SL.xgboost_All + S2: SL.coxph_All)",235632439.47517,2.3563243947517,1.04937887514954,0.0786768735166489,0.644733640552158,6426.73912574894
"164","I(P(Y>0)>=0.5) * (S1: SL.xgboost_All + S2: SL.coxph_All)",235686943.182692,2.35686943182692,1.04962160505302,0.0784637639535901,0.64298727089757,6407.15740643476
"165","S1: SL.glm_All + S2: SL.coxph_All",235900891.462677,2.35900891462677,1.05057441446199,0.0776272259172279,0.636132089831815,6433.52462268023
"166","S1: SL.glmnet_All + S2: SL.coxph_All",235902260.085593,2.35902260085593,1.05058050956494,0.0776218745999523,0.636088237374102,6431.90104767569
"167","I(P(Y>0)>=0.25) * (S1: SL.glm_All + S2: SL.coxph_All)",235904130.052708,2.35904130052708,1.05058883738259,0.0776145630262458,0.636028321196409,6432.00703767906
"168","I(P(Y>0)>=0.25) * (S1: SL.glmnet_All + S2: SL.coxph_All)",235905521.181211,2.35905521181211,1.05059503271319,0.0776091237120986,0.635983747630436,6430.57476059346
"169","I(P(Y>0)>=0.5) * (S1: SL.glm_All + S2: SL.coxph_All)",235935221.494581,2.35935221494581,1.05072730177387,0.0774929954505047,0.635032110973794,6417.26867661005
"170","I(P(Y>0)>=0.5) * (S1: SL.glmnet_All + S2: SL.coxph_All)",235936928.872597,2.35936928872597,1.050734905508,0.0774863196003727,0.634977404362219,6416.11743379149
"171","I(P(Y>0)>=0.5) * (S1: SL.ipredbagg_All + S2: SL.ipredbagg_All)",235964705.792388,2.35964705792388,1.05085860881859,0.0773777118100267,0.634087395736657,6401.71085861417
"172","S1: SL.ksvm_All + S2: SL.gengamma_All",235988141.185596,2.35988141185596,1.05096297732837,0.0772860793939241,0.633336495267614,6349.63343139338
"173","S1: SL.ipredbagg_All + S2: SL.ipredbagg_All",235989051.770832,2.35989051770832,1.05096703258032,0.0772825190045398,0.633307318932728,6452.54924091203
"174","I(P(Y>0)>=0.25) * (S1: SL.ipredbagg_All + S2: SL.ipredbagg_All)",235989051.770832,2.35989051770832,1.05096703258032,0.0772825190045398,0.633307318932728,6452.54924091203
"175","I(P(Y>0)>=0.25) * (S1: SL.ksvm_All + S2: SL.gengamma_All)",235994228.201287,2.35994228201287,1.05099008558941,0.0772622791551298,0.633141459370559,6345.84914455748
"176","S1: SL.ipredbagg_All + S2: SL.gengamma_All",236004191.801166,2.36004191801166,1.05103445805042,0.0772233214674182,0.632822212675779,6360.35713373392
"177","I(P(Y>0)>=0.25) * (S1: SL.ipredbagg_All + S2: SL.gengamma_All)",236004191.801166,2.36004191801166,1.05103445805042,0.0772233214674182,0.632822212675779,6360.35713373392
"178","I(P(Y>0)>=0.5) * (S1: SL.ksvm_All + S2: SL.gengamma_All)",236009872.277771,2.36009872277771,1.05105975580723,0.0772011107969468,0.632640202819616,6343.71434476161
"179","I(P(Y>0)>=0.5) * (S1: SL.ipredbagg_All + S2: SL.gengamma_All)",236016059.097841,2.36016059097841,1.05108730854275,0.0771769203229101,0.632441969060505,6351.890586593
"180","S1: SL.ksvm_All + S2: SL.ipredbagg_All",236099961.446431,2.36099961446431,1.05146096402237,0.0768488620373226,0.629753628722026,6444.79276299995
"181","I(P(Y>0)>=0.25) * (S1: SL.ksvm_All + S2: SL.ipredbagg_All)",236106809.611214,2.36106809611214,1.05149146202796,0.076822085704649,0.629534204618428,6421.15642659516
"182","I(P(Y>0)>=0.5) * (S1: SL.ksvm_All + S2: SL.ipredbagg_All)",236138307.367951,2.36138307367951,1.05163173592492,0.0766989294372905,0.628524975539263,6410.70381336234
"183","S1: SL.ksvm_All + S2: SL.logOLS.smear_All",238961681.531884,2.38961681531884,1.06420551061771,0.065659533003843,0.538060396382733,6526.57555440676
"184","S1: SL.ksvm_All + S2: SL.manningGLM_All",238961681.531884,2.38961681531884,1.06420551061771,0.065659533003843,0.538060396382733,6526.57555440676
"185","I(P(Y>0)>=0.25) * (S1: SL.ksvm_All + S2: SL.logOLS.smear_All)",238967924.803639,2.38967924803639,1.06423331475838,0.0656351218036451,0.537860353838204,6522.63168986539
"186","I(P(Y>0)>=0.25) * (S1: SL.ksvm_All + S2: SL.manningGLM_All)",238967924.803639,2.38967924803639,1.06423331475838,0.0656351218036451,0.537860353838204,6522.63168986539
"187","I(P(Y>0)>=0.5) * (S1: SL.ksvm_All + S2: SL.logOLS.smear_All)",238984044.655782,2.38984044655782,1.06430510382251,0.0655720931620544,0.537343852816551,6520.38360824102
"188","I(P(Y>0)>=0.5) * (S1: SL.ksvm_All + S2: SL.manningGLM_All)",238984044.655782,2.38984044655782,1.06430510382251,0.0655720931620544,0.537343852816551,6520.38360824102
"189","S1: SL.ipredbagg_All + S2: SL.logOLS.smear_All",239000536.689741,2.39000536689741,1.06437855038226,0.0655076092891075,0.536815426605599,6538.38158681437
"190","S1: SL.ipredbagg_All + S2: SL.manningGLM_All",239000536.689741,2.39000536689741,1.06437855038226,0.0655076092891075,0.536815426605599,6538.38158681437
"191","I(P(Y>0)>=0.25) * (S1: SL.ipredbagg_All + S2: SL.logOLS.smear_All)",239000536.689741,2.39000536689741,1.06437855038226,0.0655076092891075,0.536815426605599,6538.38158681437
"192","I(P(Y>0)>=0.25) * (S1: SL.ipredbagg_All + S2: SL.manningGLM_All)",239000536.689741,2.39000536689741,1.06437855038226,0.0655076092891075,0.536815426605599,6538.38158681437
"193","I(P(Y>0)>=0.5) * (S1: SL.ipredbagg_All + S2: SL.logOLS.smear_All)",239012589.854567,2.39012589854567,1.06443222863036,0.0654604813998987,0.536429227533076,6529.53897535975
"194","I(P(Y>0)>=0.5) * (S1: SL.ipredbagg_All + S2: SL.manningGLM_All)",239012589.854567,2.39012589854567,1.06443222863036,0.0654604813998987,0.536429227533076,6529.53897535975
"195","S1: SL.xgboost_All + S2: SL.ksvm_All",240536979.811878,2.40536979811878,1.0712210333563,0.0595001148027618,0.487585791292765,5264.02021157245
"196","I(P(Y>0)>=0.25) * (S1: SL.xgboost_All + S2: SL.ksvm_All)",240540323.194995,2.40540323194995,1.07123592296836,0.0594870421706856,0.487478664950634,5260.24262499196
"197","I(P(Y>0)>=0.5) * (S1: SL.xgboost_All + S2: SL.ksvm_All)",240588448.477001,2.40588448477001,1.07145024682976,0.0592988722591942,0.485936668342792,5241.29865165231
"198","S1: SL.glm_All + S2: SL.ksvm_All",240703302.38667,2.4070330238667,1.0719617437476,0.0588497933319442,0.482256599744237,5264.68326855576
"199","I(P(Y>0)>=0.25) * (S1: SL.glm_All + S2: SL.ksvm_All)",240707937.585544,2.40707937585544,1.07198238640525,0.0588316696986804,0.482108081945652,5262.03281378478
"200","S1: SL.ranger_All + S2: SL.ksvm_All",240713185.564533,2.40713185564533,1.07200575805264,0.0588111500944148,0.481939929875425,5250.264340662
"201","I(P(Y>0)>=0.25) * (S1: SL.ranger_All + S2: SL.ksvm_All)",240715625.368191,2.40715625368191,1.07201662361268,0.0588016104591271,0.481861755393984,5246.43867009524
"202","I(P(Y>0)>=0.5) * (S1: SL.ranger_All + S2: SL.ksvm_All)",240734721.493018,2.40734721493018,1.07210166737845,0.0587269445877054,0.481249890725817,5223.71615759757
"203","S1: SL.glmnet_All + S2: SL.ksvm_All",240734743.284587,2.40734743284587,1.07210176442626,0.0587268593826413,0.481249192495591,5265.03974769078
"204","I(P(Y>0)>=0.25) * (S1: SL.glmnet_All + S2: SL.ksvm_All)",240739475.03064,2.4073947503064,1.0721228370526,0.0587083582497901,0.481097581199865,5262.70876296809
"205","I(P(Y>0)>=0.5) * (S1: SL.glm_All + S2: SL.ksvm_All)",240740248.107613,2.40740248107613,1.07212627991745,0.0587053355178782,0.481072810808479,5243.53753126332
"206","I(P(Y>0)>=0.5) * (S1: SL.glmnet_All + S2: SL.ksvm_All)",240771946.542777,2.40771946542777,1.0722674475271,0.0585813945976278,0.480057151731616,5244.30305094047
"207","Single: SL.ksvm_All",241031074.671136,2.41031074671136,1.07342146343621,0.0575682032988786,0.471754349581247,5329.51783224015
"208","S1: SL.ranger_All + S2: SL.gengamma_All",243274168.893121,2.43274168893121,1.08341098651191,0.0487977021480194,0.399882694243243,6586.19863082867
"209","I(P(Y>0)>=0.25) * (S1: SL.ranger_All + S2: SL.gengamma_All)",243275935.468874,2.43275935468874,1.0834188538806,0.0487907948346649,0.399826090859219,6584.20426707647
"210","I(P(Y>0)>=0.5) * (S1: SL.ranger_All + S2: SL.gengamma_All)",243285717.939513,2.43285717939513,1.08346241969038,0.0487525453625074,0.399512647780827,6561.52218004761
"211","S1: SL.xgboost_All + S2: SL.gengamma_All",243544613.005934,2.43544613005934,1.08461539766823,0.0477402653362184,0.391217313237959,6623.53093213924
"212","I(P(Y>0)>=0.25) * (S1: SL.xgboost_All + S2: SL.gengamma_All)",243546860.838714,2.43546860838714,1.08462540829427,0.0477314763072998,0.39114528975306,6621.24194886619
"213","I(P(Y>0)>=0.5) * (S1: SL.xgboost_All + S2: SL.gengamma_All)",243600928.011857,2.43600928011857,1.08486619411078,0.047520073594197,0.389412907227558,6603.46315590668
"214","S1: SL.glmnet_All + S2: SL.gengamma_All",243860521.37352,2.4386052137352,1.08602228191628,0.0465050632326607,0.381095198397237,6626.47891607741
"215","I(P(Y>0)>=0.25) * (S1: SL.glmnet_All + S2: SL.gengamma_All)",243863361.891379,2.43863361891379,1.08603493203968,0.0464939568043556,0.381004184511777,6625.38664450156
"216","S1: SL.glm_All + S2: SL.gengamma_All",243863464.82835,2.4386346482835,1.08603539046503,0.0464935543206755,0.381000886277406,6628.24960831643
"217","I(P(Y>0)>=0.25) * (S1: SL.glm_All + S2: SL.gengamma_All)",243866295.946405,2.43866295946405,1.0860479987268,0.0464824846456189,0.380910173573915,6627.00174067133
"218","I(P(Y>0)>=0.5) * (S1: SL.glmnet_All + S2: SL.gengamma_All)",243893669.204636,2.43893669204635,1.0861699043481,0.0463754551724633,0.380033098789552,6612.73362785376
"219","I(P(Y>0)>=0.5) * (S1: SL.glm_All + S2: SL.gengamma_All)",243896338.409254,2.43896338409253,1.08618179153539,0.046365018579143,0.379947574003098,6614.06209549171
"220","S1: SL.ipredbagg_All + S2: SL.ksvm_All",244988529.431618,2.44988529431618,1.09104581700255,0.0420945503461488,0.344952353582474,5327.53744115861
"221","I(P(Y>0)>=0.25) * (S1: SL.ipredbagg_All + S2: SL.ksvm_All)",244988529.431618,2.44988529431618,1.09104581700255,0.0420945503461488,0.344952353582474,5327.53744115861
"222","I(P(Y>0)>=0.5) * (S1: SL.ipredbagg_All + S2: SL.ksvm_All)",245001297.755399,2.45001297755399,1.09110268018012,0.0420446261845504,0.344543239887176,5313.12716758886
"223","S1: SL.ksvm_All + S2: SL.ksvm_All",245085276.655618,2.45085276655618,1.09147667657911,0.0417162685820048,0.341852446735013,5328.87705318013
"224","I(P(Y>0)>=0.25) * (S1: SL.ksvm_All + S2: SL.ksvm_All)",245093489.7177,2.450934897177,1.09151325309577,0.0416841554992212,0.341589289547304,5321.99087191848
"225","I(P(Y>0)>=0.5) * (S1: SL.ksvm_All + S2: SL.ksvm_All)",245110752.280178,2.45110752280178,1.09159013117094,0.0416166588588236,0.34103617460077,5319.57238883406
"226","S1: SL.ranger_All + S2: SL.logOLS.smear_All",248635946.761037,2.48635946761037,1.10728943228265,0.0278331441279949,0.228084359984865,6800.00541531068
"227","S1: SL.ranger_All + S2: SL.manningGLM_All",248635946.761037,2.48635946761037,1.10728943228265,0.0278331441279949,0.228084359984865,6800.00541531068
"228","I(P(Y>0)>=0.25) * (S1: SL.ranger_All + S2: SL.logOLS.smear_All)",248637755.315732,2.48637755315732,1.10729748660274,0.0278260726769259,0.22802641154096,6797.93250673547
"229","I(P(Y>0)>=0.25) * (S1: SL.ranger_All + S2: SL.manningGLM_All)",248637755.315732,2.48637755315732,1.10729748660274,0.0278260726769259,0.22802641154096,6797.93250673547
"230","I(P(Y>0)>=0.5) * (S1: SL.ranger_All + S2: SL.logOLS.smear_All)",248646325.693254,2.48646325693254,1.10733565440826,0.0277925624903342,0.227751805501965,6774.07875018553
"231","I(P(Y>0)>=0.5) * (S1: SL.ranger_All + S2: SL.manningGLM_All)",248646325.693254,2.48646325693254,1.10733565440826,0.0277925624903342,0.227751805501965,6774.07875018553
"232","S1: SL.xgboost_All + S2: SL.logOLS.smear_All",248992376.311521,2.48992376311521,1.10887677586569,0.0264395041497526,0.216663893758522,6839.77619012476
"233","S1: SL.xgboost_All + S2: SL.manningGLM_All",248992376.311521,2.48992376311521,1.10887677586569,0.0264395041497526,0.216663893758522,6839.77619012476
"234","I(P(Y>0)>=0.25) * (S1: SL.xgboost_All + S2: SL.logOLS.smear_All)",248994655.697691,2.48994655697691,1.10888692701339,0.0264305917470399,0.216590859261977,6837.37435901136
"235","I(P(Y>0)>=0.25) * (S1: SL.xgboost_All + S2: SL.manningGLM_All)",248994655.697691,2.48994655697691,1.10888692701339,0.0264305917470399,0.216590859261977,6837.37435901136
"236","I(P(Y>0)>=0.5) * (S1: SL.xgboost_All + S2: SL.logOLS.smear_All)",249049555.814118,2.49049555814118,1.10913142230678,0.0262159322246788,0.21483178815067,6818.51422476396
"237","I(P(Y>0)>=0.5) * (S1: SL.xgboost_All + S2: SL.manningGLM_All)",249049555.814118,2.49049555814118,1.10913142230678,0.0262159322246788,0.21483178815067,6818.51422476396
"238","S1: SL.glmnet_All + S2: SL.logOLS.smear_All",249333023.384329,2.49333023384329,1.1103938328672,0.0251075736785233,0.205749118637263,6843.55250608974
"239","S1: SL.glmnet_All + S2: SL.manningGLM_All",249333023.384329,2.49333023384329,1.1103938328672,0.0251075736785233,0.205749118637263,6843.55250608974
"240","I(P(Y>0)>=0.25) * (S1: SL.glmnet_All + S2: SL.logOLS.smear_All)",249335949.291943,2.49335949291943,1.11040686327017,0.0250961333761753,0.205655368753057,6842.41751726194
"241","I(P(Y>0)>=0.25) * (S1: SL.glmnet_All + S2: SL.manningGLM_All)",249335949.291943,2.49335949291943,1.11040686327017,0.0250961333761753,0.205655368753057,6842.41751726194
"242","S1: SL.glm_All + S2: SL.logOLS.smear_All",249343591.701526,2.49343591701526,1.11044089841062,0.0250662515453611,0.20541049601338,6845.57100032611
"243","S1: SL.glm_All + S2: SL.manningGLM_All",249343591.701526,2.49343591701526,1.11044089841062,0.0250662515453611,0.20541049601338,6845.57100032611
"244","I(P(Y>0)>=0.25) * (S1: SL.glm_All + S2: SL.logOLS.smear_All)",249346506.383025,2.49346506383025,1.11045387881858,0.0250548551371352,0.205317105828485,6844.27394097278
"245","I(P(Y>0)>=0.25) * (S1: SL.glm_All + S2: SL.manningGLM_All)",249346506.383025,2.49346506383025,1.11045387881858,0.0250548551371352,0.205317105828485,6844.27394097278
"246","I(P(Y>0)>=0.5) * (S1: SL.glmnet_All + S2: SL.logOLS.smear_All)",249366931.658517,2.49366931658517,1.11054484189933,0.0249749922849853,0.20466265344483,6829.13954761399
"247","I(P(Y>0)>=0.5) * (S1: SL.glmnet_All + S2: SL.manningGLM_All)",249366931.658517,2.49366931658517,1.11054484189933,0.0249749922849853,0.20466265344483,6829.13954761399
"248","I(P(Y>0)>=0.5) * (S1: SL.glm_All + S2: SL.logOLS.smear_All)",249377196.833342,2.49377196833342,1.11059055741132,0.0249348554388678,0.204333743896687,6830.69459144282
"249","I(P(Y>0)>=0.5) * (S1: SL.glm_All + S2: SL.manningGLM_All)",249377196.833342,2.49377196833342,1.11059055741132,0.0249348554388678,0.204333743896687,6830.69459144282
"250","Single: SL.mean_All",256265571.200253,2.56265571200253,1.14126763464592,-0.00199869675897579,-0.016378727066494,7196.55324738186
